,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Children,Gasto_Total
474,Graduation,Soltero,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,36,1,25
475,Graduation,Con Pareja,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,68,1,973
476,Doctorate,Soltero,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,52,2,31
477,Master,Con Pareja,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,47,1,518
478,Doctorate,Con Pareja,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,52,1,530
480,Master,Con Pareja,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,51,1,70
481,Master,Soltero,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,52,1,54
482,Graduation,Soltero,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,50,1,296
483,Graduation,Con Pareja,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,49,1,266
484,Master,Con Pareja,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,64,0,747
485,Doctorate,Soltero,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,60,0,895
486,Master,Con Pareja,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,48,1,1053
487,Graduation,Con Pareja,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,50,1,735
488,Graduation,Con Pareja,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,55,1,20
489,NoGraduation,Soltero,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,72,0,205
491,Graduation,Soltero,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,48,1,309
492,Graduation,Con Pareja,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,69,0,1722
493,Master,Soltero,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,60,1,900
494,Doctorate,Soltero,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,80,0,682
495,Master,Soltero,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,62,1,663
496,Graduation,Soltero,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,46,1,43
498,Doctorate,Con Pareja,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,75,1,976
499,Graduation,Con Pareja,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,80,0,746
500,Graduation,Con Pareja,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,74,2,64
501,Master,Con Pareja,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,63,1,32
502,NoGraduation,Con Pareja,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,34,0,263
503,Doctorate,Con Pareja,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,39,1,1445
504,Master,Con Pareja,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,68,1,46
505,Graduation,Soltero,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,71,0,1210
506,Graduation,Con Pareja,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,48,1,945
507,Graduation,Soltero,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,35,0,1157
508,Graduation,Con Pareja,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,32,0,137
509,Graduation,Soltero,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,65,1,730
510,Doctorate,Con Pareja,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,43,1,216
511,Graduation,Soltero,60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,45,1,943
512,Graduation,Con Pareja,48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,60,2,347
514,Doctorate,Con Pareja,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,78,1,397
516,Graduation,Con Pareja,36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,63,2,138
517,Graduation,Soltero,26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,34,1,42
518,Graduation,Con Pareja,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,65,0,777
519,Master,Con Pareja,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,80,0,1902
520,Graduation,Soltero,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,59,2,52
521,Master,Soltero,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,37,0,1651
522,Graduation,Con Pareja,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,33,0,358
524,Graduation,Con Pareja,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,37,1,210
525,Graduation,Con Pareja,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,38,1,42
526,Doctorate,Con Pareja,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,66,0,1291
527,Master,Con Pareja,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,47,0,442
528,Graduation,Soltero,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,60,0,1895
529,Doctorate,Con Pareja,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,64,2,411
530,NoGraduation,Soltero,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,49,1,521
531,Graduation,Soltero,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,55,1,1168
533,Graduation,Con Pareja,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,62,2,260
534,Graduation,Soltero,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,42,1,46
535,Master,Con Pareja,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,73,1,319
536,Graduation,Con Pareja,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,57,1,96
537,Graduation,Soltero,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,57,0,1062
538,NoGraduation,Con Pareja,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,72,1,232
539,Master,Soltero,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,43,1,76
540,NoGraduation,Con Pareja,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,47,1,54
541,Graduation,Soltero,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,55,1,201
542,Doctorate,Soltero,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,40,1,406
544,Graduation,Con Pareja,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,48,1,662
545,NoGraduation,Con Pareja,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,34,1,41
546,Graduation,Soltero,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,60,0,1600
547,Graduation,Con Pareja,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,44,1,134
548,Graduation,Con Pareja,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,56,2,69
549,Master,Con Pareja,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,2,21
550,NoGraduation,Soltero,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,61,2,54
551,Graduation,Soltero,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,35,1,91
552,Doctorate,Soltero,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,53,1,526
553,Graduation,Con Pareja,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,61,0,162
554,Master,Con Pareja,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,75,0,1008
555,Graduation,Con Pareja,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,72,2,240
556,Doctorate,Soltero,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,46,1,795
557,Graduation,Con Pareja,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,42,0,1772
558,NoGraduation,Con Pareja,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,54,0,64
560,Graduation,Con Pareja,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,46,1,78
561,Graduation,Soltero,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,44,0,1572
562,Master,Con Pareja,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,53,1,795
563,NoGraduation,Con Pareja,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,54,1,889
564,Doctorate,Soltero,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,61,1,331
565,Doctorate,Con Pareja,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,74,1,265
566,Graduation,Soltero,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,62,1,1065
567,Master,Con Pareja,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,73,2,11
568,Graduation,Soltero,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,45,1,21
569,Graduation,Con Pareja,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,2,17
570,Graduation,Con Pareja,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,50,1,369
571,Doctorate,Con Pareja,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,56,2,38
572,NoGraduation,Soltero,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,46,1,177
573,Doctorate,Con Pareja,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,54,1,279
574,Master,Con Pareja,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,43,1,62
575,Doctorate,Con Pareja,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,47,1,1230
576,Graduation,Con Pareja,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,56,2,182
577,Graduation,Con Pareja,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,54,2,49
578,Doctorate,Con Pareja,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,58,2,75
579,Master,Con Pareja,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,68,2,227
580,Doctorate,Con Pareja,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,50,2,215
582,NoGraduation,Con Pareja,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,57,2,47
583,Master,Con Pareja,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,73,0,143
584,Graduation,Con Pareja,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,41,1,55
585,NoGraduation,Con Pareja,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,53,2,63
587,Master,Con Pareja,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,63,1,611
588,Graduation,Con Pareja,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,69,1,473
589,Graduation,Con Pareja,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,65,0,55
590,Doctorate,Soltero,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,40,1,81
592,Master,Soltero,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,59,0,1478
593,Graduation,Con Pareja,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,47,1,49
594,Doctorate,Con Pareja,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,52,0,382
595,Master,Con Pareja,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,49,1,69
596,Graduation,Soltero,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,55,1,67
597,Master,Con Pareja,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,55,2,30
598,NoGraduation,Con Pareja,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,46,1,63
599,Graduation,Con Pareja,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,43,1,79
600,Graduation,Soltero,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,63,1,42
601,Graduation,Con Pareja,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,64,1,819
602,Graduation,Soltero,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,69,0,1151
603,Doctorate,Con Pareja,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,76,2,594
604,Master,Con Pareja,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,58,2,129
605,Master,Soltero,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,38,1,213
606,Graduation,Soltero,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,51,1,67
607,Graduation,Soltero,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,68,3,28
608,NoGraduation,Con Pareja,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,49,1,45
609,Graduation,Con Pareja,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,59,0,1193
610,Master,Soltero,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,55,0,268
611,Master,Soltero,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,80,0,266
612,NoGraduation,Con Pareja,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,51,1,37
613,Graduation,Con Pareja,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,57,3,37
614,Doctorate,Soltero,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,55,0,882
615,Graduation,Con Pareja,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,50,2,373
616,Master,Soltero,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,59,3,35
618,Graduation,Soltero,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,46,2,42
619,Master,Con Pareja,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,64,1,326
620,Doctorate,Con Pareja,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,63,1,404
621,Graduation,Soltero,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,53,0,95
622,Graduation,Soltero,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,75,0,939
623,NoGraduation,Soltero,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,46,1,33
624,NoGraduation,Con Pareja,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,69,0,981
625,Graduation,Con Pareja,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,48,1,36
626,Graduation,Soltero,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,49,1,1237
628,Doctorate,Soltero,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,47,2,103
629,Graduation,Soltero,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,47,1,191
631,Doctorate,Con Pareja,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,66,0,963
632,NoGraduation,Con Pareja,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,54,1,889
633,NoGraduation,Soltero,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,64,0,93
634,Graduation,Soltero,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,51,0,1587
635,Graduation,Soltero,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,62,3,16
637,Graduation,Con Pareja,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,62,1,393
638,Master,Soltero,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,74,1,1477
639,Graduation,Con Pareja,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,53,1,1179
640,Graduation,Con Pareja,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,64,1,1005
641,Doctorate,Con Pareja,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,76,0,1348
642,Doctorate,Soltero,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,65,1,1307
643,Graduation,Soltero,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,60,1,486
646,Graduation,Con Pareja,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,54,0,1724
647,Master,Soltero,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,54,1,235
648,Master,Con Pareja,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,47,1,1092
649,Graduation,Con Pareja,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,66,1,599
650,Master,Soltero,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,64,0,2008
651,Graduation,Con Pareja,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,39,1,48
652,Graduation,Con Pareja,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,50,1,1174
653,Doctorate,Con Pareja,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,74,1,67
654,Graduation,Soltero,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,69,1,365
656,Graduation,Con Pareja,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,71,1,165
657,NoGraduation,Con Pareja,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,66,0,210
658,Doctorate,Con Pareja,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,77,1,1095
659,Doctorate,Soltero,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,58,3,223
660,Graduation,Con Pareja,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,61,1,597
661,Graduation,Con Pareja,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,39,1,22
662,Graduation,Soltero,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,49,1,1064
663,NoGraduation,Con Pareja,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,44,0,74
664,Master,Con Pareja,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,68,0,26
665,Graduation,Con Pareja,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,65,0,60
666,Doctorate,Con Pareja,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,50,1,20
667,NoGraduation,Soltero,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,37,1,59
668,Doctorate,Con Pareja,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,56,1,34
669,NoGraduation,Con Pareja,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,53,2,198
670,Doctorate,Con Pareja,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,60,1,1048
671,Master,Soltero,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,62,2,574
672,Graduation,Soltero,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,54,1,1029
673,Graduation,Con Pareja,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,44,1,670
674,Doctorate,Soltero,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,49,1,990
675,Graduation,Con Pareja,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,50,2,11
676,Doctorate,Con Pareja,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,61,1,1241
677,Graduation,Soltero,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,45,0,576
678,NoGraduation,Con Pareja,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,39,1,172
679,Doctorate,Soltero,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,44,0,664
680,Graduation,Soltero,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,61,1,928
682,NoGraduation,Con Pareja,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,42,0,467
683,Graduation,Con Pareja,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,69,1,257
684,Graduation,Con Pareja,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,57,0,1146
685,Doctorate,Soltero,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,48,1,689
686,Doctorate,Soltero,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,52,0,2114
688,Doctorate,Con Pareja,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,35,0,1346
689,Doctorate,Con Pareja,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,55,0,1044
690,Doctorate,Soltero,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,64,1,493
691,Graduation,Soltero,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,54,0,957
692,Master,Con Pareja,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,66,1,270
693,NoGraduation,Con Pareja,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,72,0,29
694,Master,Soltero,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,75,2,121
695,Master,Con Pareja,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,63,2,126
696,Graduation,Soltero,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,29,0,23
697,Doctorate,Soltero,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,75,2,57
698,Graduation,Soltero,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,63,0,636
699,Graduation,Con Pareja,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,64,0,1004
700,Graduation,Soltero,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,51,1,734
701,Graduation,Con Pareja,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,46,2,614
702,Graduation,Soltero,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,46,1,1453
704,Master,Soltero,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,56,1,187
705,Graduation,Con Pareja,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,38,1,1443
706,Doctorate,Soltero,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,54,1,57
707,Graduation,Soltero,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,73,1,637
708,Doctorate,Con Pareja,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,76,1,948
709,Master,Con Pareja,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,53,1,59
710,Graduation,Con Pareja,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,38,1,18
711,Master,Soltero,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,59,1,903
712,Graduation,Soltero,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,49,1,112
713,Graduation,Con Pareja,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,71,0,596
714,Graduation,Con Pareja,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,42,1,233
715,Doctorate,Con Pareja,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,49,0,1511
716,NoGraduation,Soltero,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,64,0,1152
